x,y,OBJECTID_1,OBJECTID,SETL_CODE,MGLSDE_LOC,MGLSDE_L_1,MGLSDE_L_2,MGLSDE_L_3,MGLSDE_L_4,lat,lon
3888952.653,3721029.501,388,388,1114,שריגים (לי-און),896,35,ישובים כפריים יהודים אחרים,SRIGIM (LI-ON),31.4878352868750,34.9622172014615
3948645.883,3906982.856,389,389,1115,אביבים,435,31,מושבים (כפרים שיתופיים) (ב),AVIVIM,33.0613967466636,35.4384141689564
3959891.379,3857727.54,390,390,1120,אוהלו,0,0,ללא סוג,OHOLO,32.6445918568689,35.5278505931807
3895621.482,3718802.539,391,391,1123,אדרת,484,31,מושבים (כפרים שיתופיים) (ב),ADDERET,31.4689904417628,35.0155380430417
3938802.464,3624557.134,392,392,1124,נאות הכיכר,230,31,מושבים (כפרים שיתופיים) (ב),NE'OT HAKIKKAR,30.6714735773732,35.3600572982816
3963218.446,3883461.77,393,393,1125,אלמגור,207,31,מושבים (כפרים שיתופיים) (ב),ALMAGOR,32.8623582547979,35.5542943932134
3923221.015,3852808.217,394,394,874,מגדל העמק,24500,16,"20000-49999 תושבים,ישובים יהודים",MIGDAL HAEMEQ,32.6029639030384,35.2358879527604
3886408.003,3808254.918,395,395,897,מדרשת רופין,11,0,ללא סוג,MIDRESHET RUPPIN,32.2259480972401,34.9418633714755
3961868.188,3890651.094,396,396,962,טובא-זנגרייה,4790,28,"2000-9999 תושבים,ישובים לא יהודים",TUBA-ZANGARIYYE,32.9231952496152,35.5435633496264
3889336.376,3737729.854,397,397,1043,גיזו,156,35,ישובים כפריים יהודים אחרים,GIZO,31.6291558399017,34.9652860956687
3924225.114,3606688.205,398,398,1053,עין חצבה,49,32,מושבים שיתופיים,EN HAZEVA,30.5202643736549,35.2438946868206
3846384.739,3691095.332,399,399,1065,זמרת,279,31,מושבים (כפרים שיתופיים) (ב),ZIMRAT,31.2345284563572,34.6211502820479
3882542.864,3810570.143,400,400,1077,גבעת שפירא,139,31,מושבים (כפרים שיתופיים) (ב),GIV'AT SHAPPIRA,32.2455398333345,34.9109389286320
3942819.933,3825964.159,401,401,1127,מעלה גלבוע,236,33,קיבוצים,MA'ALE GILBOA,32.3758059959183,35.3920457100076
3912362.456,3829533.958,402,402,1128,מי עמי,208,32,מושבים שיתופיים,ME AMMI,32.4060140999802,35.1492572413753
3903520.709,3495696.041,403,403,1129,גרופית,315,33,קיבוצים,GEROFIT,29.5810342595366,35.0786572931174
3928234.693,3908440.839,404,404,1130,כפר רוזנואלד (זרעית),234,31,מושבים (כפרים שיתופיים) (ב),KEFAR ROZENWALD(ZARIT),33.0737343855863,35.2758603627160
3971563.974,3927258.177,405,405,1132,שניר,292,33,קיבוצים,SENIR,33.2329691439000,35.6205918001499
3871876.025,3719317.099,406,406,1133,ורדון,362,35,ישובים כפריים יהודים אחרים,WARDON,31.4733447141092,34.8255422316174
3906316.058,3738080.161,407,407,1134,יד השמונה,87,32,מושבים שיתופיים,YAD HASHEMONA,31.6321201832065,35.1009834920455
3832015.976,3663622.949,408,408,1136,צוחר,502,35,ישובים כפריים יהודים אחרים,ZOHAR,31.0020535768958,34.5057455421465
3907234.664,3737509.834,409,409,1137,קריית יערים,2820,18,"2000-9999 תושבים,ישובים יהודים",QIRYAT YE'ARIM,31.6272940087800,35.1083191430368
3923359.684,3879077.232,410,410,1138,יעד,556,31,מושבים (כפרים שיתופיים) (ב),YA'AD,32.8252557277200,35.2369937485282
3929319.68,3883853.844,411,411,1139,כרמיאל,42400,16,"20000-49999 תושבים,ישובים יהודים",KARMI'EL,32.8656760410876,35.2845083342195
3894719.988,3754646.366,412,412,1141,מבוא מודיעים,171,37,ישובים קהילתיים,MEVO MODI'IM,31.7723055672218,35.0083318906450
3909645.288,3890884.775,413,413,1143,נס עמים,64,45,ישובים כפריים אחרים לא יהודים,NES AMMIM,32.9251726928538,35.1275667753789
3867680.255,3717691.593,414,414,1145,אלומה,522,35,ישובים כפריים יהודים אחרים,ALUMMA,31.4595894751595,34.7919304564228
3842008.923,3691560.759,415,415,1146,עלומים,376,33,קיבוצים,ALUMIM,31.2384669551625,34.5860201233015
3932636.091,3903891.41,416,416,1147,נטועה,251,31,מושבים (כפרים שיתופיים) (ב),NETU'A,33.0352365268439,35.3109370641325
3896481.223,3794910.086,417,417,1148,צור נתן,214,32,מושבים שיתופיים,ZUR NATAN,32.1130223970743,35.0224099235091
3859537.743,3728817.774,418,418,1149,עזר,951,35,ישובים כפריים יהודים אחרים,EZER,31.5537406643978,34.7266676759193
3916337.785,3575701.709,419,419,1150,צופר,309,31,מושבים (כפרים שיתופיים) (ב),ZOFAR,30.2580526184991,35.1809821945368
3913259.055,3550651.024,420,420,1151,פארן,392,31,מושבים (כפרים שיתופיים) (ב),PARAN,30.0460704648226,35.1564134553370
3863566.467,3628850.019,421,421,1152,אשלים,204,37,ישובים קהילתיים,ASHALIM,30.7078005278814,34.7589638031007
3942132.789,3820961.383,422,422,1154,מלכישוע,0,0,ללא סוג,MALKISHUA,32.3334718542949,35.3865752238548
3930415.199,3831922.939,423,423,1155,מגן שאול,248,31,מושבים (כפרים שיתופיים) (ב),MAGEN SHA'UL,32.4262299708246,35.2932394442446
3898723.366,3481937.894,424,424,1156,סמר,185,33,קיבוצים,SAMAR,29.4646110327209,35.0403289143948
3870451.668,3729710.052,425,425,1157,אחווה,254,35,ישובים כפריים יהודים אחרים,AHAWA,31.5612912340255,34.8141332300803
3910598.735,3514315.779,426,426,1158,יהל,196,33,קיבוצים,YAHEL,29.7385968985517,35.1351784761084
3923702.963,3875193.348,427,427,1160,שכניה,523,37,ישובים קהילתיים,SHEKHANYA,32.7923897907209,35.2397311169705
3869015.23,3683863.306,428,428,1161,רהט,34100,26,"20000-49999 תושבים,ישובים לא יהודים",RAHAT,31.1733301094968,34.8026260688132
3940139.503,3884629.92,429,429,1163,מורן,115,33,קיבוצים,MORAN,32.8722432891557,35.3707044706326
3898296.53,3752562.99,430,430,1165,שילת,353,31,מושבים (כפרים שיתופיים) (ב),SHILAT,31.7546757697493,35.0369179476179
3899588.287,3751471.589,431,431,1166,כפר רות,219,31,מושבים (כפרים שיתופיים) (ב),KEFAR RUT,31.7454401876248,35.0472403656569
3885847.169,3829984.774,432,432,1167,קיסריה,3560,18,"2000-9999 תושבים,ישובים יהודים",QESARYYA,32.4098289632829,34.9373768477542
3935968.72,3879601.97,433,433,1171,לוטם,376,33,קיבוצים,LOTEM,32.8296961293120,35.3374874310917
3923584.315,3886000.412,434,434,1172,תובל,173,33,קיבוצים,TUVAL,32.8838405757002,35.2387850061424
3925754.675,3890123.284,435,435,1173,לפידות,154,31,מושבים (כפרים שיתופיים) (ב),LAPPIDOT,32.9187288504452,35.2560901442840
3922665.1,3875784.243,436,436,1174,מנוף,554,31,מושבים (כפרים שיתופיים) (ב),MANOF,32.7973900214683,35.2314547674423
3917133.51,3581908.588,437,437,1176,ספיר,284,35,ישובים כפריים יהודים אחרים,SAPPIR,30.3105760340346,35.1873311488461
3870813.958,3631814.249,438,438,1177,טללים,144,33,קיבוצים,TELALIM,30.7328842255800,34.8170352838693
3922240.896,3872357.071,439,439,1178,מורשת,731,37,ישובים קהילתיים,MORESHET,32.7683888473655,35.2280717766045
3924254.634,3874625.358,440,440,1179,קורנית,601,37,ישובים קהילתיים,QORANIT,32.7875833861800,35.2441300710411
3933030.473,3880693.159,441,441,1180,צביה,273,37,ישובים קהילתיים,ZVIYYA,32.8389299127347,35.3140794140182
3916086.472,3885589.531,442,442,1181,טל-אל,844,37,ישובים קהילתיים,TAL-EL,32.8803636508800,35.1789769177621
3920699.679,3863363.454,443,443,1182,אלון הגליל,864,37,ישובים קהילתיים,ALLON HAGALIL,32.6922836959731,35.2157796675345
3897036.962,3847305.306,444,444,503, ,0,0, , ,32.5563975565641,35.0268516562396
3896137.74,3728226.917,445,445,816, ,0,0, , ,31.5487407538667,35.0196645334237
3908264.964,3857208.054,446,446,882, ,0,0, , ,32.6401958995800,35.1165460585330
3873308.058,3732129.324,447,447,1106, ,0,0, , ,31.5817634251225,34.8370113227438
3930472.539,3836037.218,448,448,1117, ,0,0, , ,32.4610455342877,35.2936964068506
3918398.542,3892699.895,449,449,1183,כליל,220,37,ישובים קהילתיים,KELIL,32.9405324696800,35.1974237264243
3922061.096,3886430.028,450,450,1185,פלך,14,33,קיבוצים,PELEKH,32.8874760405604,35.2266378493822
3928697.799,3863251.844,451,451,1186,הושעיה,1150,37,ישובים קהילתיים,HOSHA'AYA,32.6913392369133,35.2795516841776
3923616.663,3608050.317,452,452,1187,עיר אובות,0,0,ללא סוג,IR OVOT,30.5317907403780,35.2390429525642
3929404.745,3879881.734,453,453,1188,אשחר,376,37,ישובים קהילתיים,ESHHAR,32.8320635293230,35.2851863164991
3939176.402,3869157.694,454,454,1190,מצפה נטופה,529,37,ישובים קהילתיים,MIZPE NETOFA,32.7413153040600,35.3630351782547
3945291.627,3894945.282,455,455,1191,בר יוחאי,438,37,ישובים קהילתיים,BAR YOHAY,32.9595332291361,35.4117206526727
3898661.046,3652941.939,456,456,1192,ערערה-בנגב,10500,27,"10000-19999 תושבים,ישובים לא יהודים",AR'ARA-BANEGEV,30.9116694859200,35.0398309024175
3899210.715,3509929.632,457,457,1197,נאות סמדר,164,33,קיבוצים,NE'OT SMADAR,29.7014807510064,35.0442233047248
3887019.928,3676080.326,458,458,1198,כרמים,85,33,קיבוצים,KERAMIM,31.1074695250356,34.9467583616056
3848592.856,3690443.628,459,459,5,יזרעם,0,0,ללא סוג,"YIZRE""M",31.2290136480396,34.6388726727037
3865673.383,3713641.268,460,460,7,שחר,458,31,מושבים (כפרים שיתופיים) (ב),SHAHAR,31.4253150931986,34.7758494285100
3883505.867,3730615.841,461,461,10,תירוש,400,31,מושבים (כפרים שיתופיים) (ב),TIROSH,31.5689561386148,34.9186447408368
3864417.617,3712134.301,462,462,11,"ניר ח""ן",306,31,מושבים (כפרים שיתופיים) (ב),NIR HEN,31.4125629417670,34.7657856071748
3927358.012,3602635.642,463,463,13,חצבה,410,31,מושבים (כפרים שיתופיים) (ב),HAZEVA,30.4859710597036,35.2688721161019
3872618.779,3706725.728,464,464,15,נועם,411,31,מושבים (כפרים שיתופיים) (ב),NO'AM,31.3667948948645,34.8314910911606
3882186.973,3717105.363,465,465,16,בית ניר,261,33,קיבוצים,BET NIR,31.4546287218993,34.9080909882145
3874882.457,3712223.511,466,466,18,שדה משה,299,31,מושבים (כפרים שיתופיים) (ב),SEDE MOSHE,31.4133178500279,34.8496189972500
3886560.46,3702222.636,467,467,23,אמציה,128,32,מושבים שיתופיים,AMAZYA,31.3286891500904,34.9430829463435
3878533.377,3706232.275,468,468,24,לכיש,471,31,מושבים (כפרים שיתופיים) (ב),LAKHISH,31.3626192345186,34.8788488277062
3956649.28,3891196.479,469,469,26,ראש פינה,2210,18,"2000-9999 תושבים,ישובים יהודים",ROSH PINNA,32.9278103679760,35.5020748112133
3887349.969,3726749.043,470,470,27,שדות מיכה,293,31,מושבים (כפרים שיתופיים) (ב),SEDOT MIKHA,31.5362347913591,34.9493983674920
3878659.82,3743805.091,471,471,28,מזכרת בתיה,7300,18,"2000-9999 תושבים,ישובים יהודים",MAZKERET BATYA,31.6805652846984,34.8798609816862
3963202.016,3902833.38,472,472,29,יסוד המעלה,1160,35,ישובים כפריים יהודים אחרים,YESUD HAMA'ALA,33.0262833379667,35.5541638213272
3854060.609,3673194.275,473,473,31,אופקים,23200,16,"20000-49999 תושבים,ישובים יהודים",OFAQIM,31.0830473869465,34.6827427194348
3863276.036,3715752.95,474,474,32,עוצם,554,31,מושבים (כפרים שיתופיים) (ב),OZEM,31.4431844233428,34.7566359451673
3896561.228,3842380.478,475,475,33,בת שלמה,365,31,מושבים (כפרים שיתופיים) (ב),BAT SHELOMO,32.5147230266754,35.0230493722011
3965181.454,3897683.991,476,476,35,גדות,384,33,קיבוצים,GADOT,32.9827085378398,35.5698929622978
3860935.087,3707729.586,477,477,36,שדה דוד,413,31,מושבים (כפרים שיתופיים) (ב),SEDE DAWID,31.3752896751417,34.7378706832459
3868133.157,3707312.206,478,478,37,איתן,369,31,מושבים (כפרים שיתופיים) (ב),ETAN,31.3717577528497,34.7955591740762
3882660.699,3729333.93,479,479,39,גפן,323,31,מושבים (כפרים שיתופיים) (ב),GEFEN,31.5581084419800,34.9118818624574
3887813.212,3816940.52,480,480,41,אליכין,2390,18,"2000-9999 תושבים,ישובים יהודים",ELYAKHIN,32.2994467942630,34.9531037249251
3960192.244,3932612.255,481,481,43,מטולה,1480,35,ישובים כפריים יהודים אחרים,METULA,33.2782760483593,35.5302422094602
3861954.606,3710380.1,482,482,44,זוהר,341,31,מושבים (כפרים שיתופיים) (ב),ZOHAR,31.3977186681892,34.7460436942789
3951910.337,3856793.023,483,483,46,יבנאל,2580,18,"2000-9999 תושבים,ישובים יהודים",YAVNE'EL,32.6366838551256,35.4643856138387
3943059.364,3853992.417,484,484,47,כפר תבור,2290,18,"2000-9999 תושבים,ישובים יהודים",KEFAR TAVOR,32.6129847583701,35.3939517847500
3957985.179,3851132.866,485,485,48,מנחמיה,1100,35,ישובים כפריים יהודים אחרים,MENAHEMYA,32.5887868712702,35.5126965348583
3941438.015,3862766.39,486,486,49,אילנייה,491,31,מושבים (כפרים שיתופיים) (ב),ILANIYYA,32.6872312565105,35.3810436718993
3896762.197,3831685.732,487,487,50,גבעת עדה,2540,18,"2000-9999 תושבים,ישובים יהודים",BINYAMINA-GIVAT ADA,32.4242226929400,35.0246556251587
3883574.266,3722269.433,488,488,52,לוזית,324,31,מושבים (כפרים שיתופיים) (ב),LUZIT,31.4983277499450,34.9191920315517
3890029.918,3855066.774,489,489,53,עתלית,4440,18,"2000-9999 תושבים,ישובים יהודים",ATLIT,32.6220761070695,34.9708325627611
3862103.44,3714017.701,490,490,55,נוגה,333,31,מושבים (כפרים שיתופיים) (ב),NOGAH,31.4285005246835,34.7472367716095
3959101.573,3857307.572,491,491,57,כנרת (קבוצה),612,33,קיבוצים,KINNERET(QEVUZA),32.6410380322821,35.5215720393443
3952856.369,3867490.266,492,492,58,מצפה,157,35,ישובים כפריים יהודים אחרים,MIZPA,32.7272053134526,35.4719107101065
3892094.434,3449730.497,493,493,1126,אילות,286,33,קיבוצים,ELOT,29.1920678498383,34.9873411961741
3950027.223,3822191.052,494,494,1135,בכורה,0,0,ללא סוג, ,32.3438774805359,35.4494047633996
3907770.83,3738643.509,495,495,1144,ידידה,162,34,ישובים מוסדיים יהודים,YEDIDA,31.6368873099920,35.1126005041800
3923964.514,3888082.259,496,496,1153,כישור,0,0,ללא סוג,KISHOR,32.9014574347808,35.2418167122656
3932912.429,3866489.516,497,497,1162,בית רימון,229,33,קיבוצים,BET RIMMON,32.7187368328190,35.3131388767192
3929434.057,3607281.515,498,498,1175,עידן,201,31,מושבים (כפרים שיתופיים) (ב),IDDAN,30.5252850371879,35.2854199378300
3903350.26,3857775.846,499,499,534, ,0,0, , ,32.6450006263070,35.0772957575873
3936039.479,3900677.664,500,500,1184,מתת,164,37,ישובים קהילתיים,MATTAT,33.0080413888800,35.3380510720329
3891183.891,3714827.663,501,501,59,נחושה,262,31,מושבים (כפרים שיתופיים) (ב),NEHUSHA,31.4353545207958,34.9800605149389
3960158.946,3856572.887,502,502,62,דגניה א',512,33,קיבוצים,DEGANYA ALEF,32.6348210313527,35.5299775231700
3958977.471,3858488.571,503,503,63,כנרת (מושבה),497,35,ישובים כפריים יהודים אחרים,KINNERET(MOSHAVA),32.6510318004830,35.5205854507822
3952693.07,3873611.489,504,504,65,מגדל,1390,35,ישובים כפריים יהודים אחרים,MIGDAL,32.7790038978882,35.4706118108566
3930489.074,3843121.579,505,505,66,מרחביה (קיבוץ),675,33,קיבוצים,MERHAVYA(QIBBUZ),32.5209943198678,35.2938281830649
3851852.812,3705226.273,506,506,67,אור הנר,394,33,קיבוצים,OR HANER,31.3541063125182,34.6650310965372
3829611.704,3673379.167,507,507,69,ניר עוז,369,33,קיבוצים,NIR OZ,31.0846119610617,34.4864216255452
3856939.952,3736334.113,508,508,70,אשדוד,187500,14,"100000-199999 תושבים,ישובים יהודים",ASHDOD,31.6173449013294,34.7058367122300
3859125.995,3690814.91,509,509,71,אשבול,270,31,מושבים (כפרים שיתופיים) (ב),ESHBOL,31.2321554887880,34.7233662838310
3890796.55,3822379.433,510,510,72,גן שמואל,827,33,קיבוצים,GAN SHEMU'EL,32.3454715847480,34.9769631715760
3894250.222,3855545.533,511,511,74,עין הוד,437,37,ישובים קהילתיים,EN HOD,32.6261274268881,35.0045765657874
3960295.639,3927475.659,512,512,76,כפר גלעדי,559,33,קיבוצים,KEFAR GIL'ADI,33.2348095037372,35.5310640917630
3960603.453,3898300.097,513,513,77,איילת השחר,1270,33,קיבוצים,AYYELET HASHAHAR,32.9879221086473,35.5335108547600
3960247.401,3855554.601,514,514,79,דגניה ב',493,33,קיבוצים,DEGANYA BET,32.6262041666776,35.5306806507061
3917716.835,3854251.517,515,515,80,נהלל,925,31,מושבים (כפרים שיתופיים) (ב),NAHALAL,32.6151773014628,35.1919851163764
3939645.154,3836712.121,516,516,82,עין חרוד (מאוחד),809,33,קיבוצים,EN HAROD(ME'UHAD),32.4667566504193,35.3667679861852
3940683.419,3836450.52,517,517,84,תל יוסף,400,33,קיבוצים,TEL YOSEF,32.4645429513634,35.3750354597800
3936123.589,3837925.345,518,518,85,כפר יחזקאל,610,31,מושבים (כפרים שיתופיים) (ב),KEFAR YEHEZQEL,32.4770231079837,35.3387210523884
3937702.523,3837892.154,519,519,86,גבע,542,33,קיבוצים,GEVA,32.4767422450200,35.3512972708771
3889167.838,3757773.046,520,520,88,כרם בן שמן,141,35,ישובים כפריים יהודים אחרים,KEREM BEN SHEMEN,31.7987639370611,34.9639381901158
3939653.463,3837698.835,521,521,89,עין חרוד (איחוד),559,33,קיבוצים,EN HAROD (IHUD),32.4751063517378,35.3668341554612
3925054.294,3850763.164,522,522,92,גיניגר,448,33,קיבוצים,GINNEGAR,32.5856584040222,35.2505060785195
3929201.726,3846297.16,523,523,94,בלפוריה,287,31,מושבים (כפרים שיתופיים) (ב),BALFURYA,32.5478664948017,35.2835682167298
3944306.521,3831393.811,524,524,95,בית אלפא,589,33,קיבוצים,BET ALFA,32.4217524204000,35.4038796086652
3904633.023,3861261.504,525,525,96,יגור,1080,33,קיבוצים,YAGUR,32.6744967220312,35.0875418812935
3931493.874,3842975.509,526,526,97,מרחביה (מושב),630,31,מושבים (כפרים שיתופיים) (ב),MERHAVYA(MOSHAV),32.5197582531854,35.3018355025546
3884427.777,3785312.683,527,527,98,"כפר מל""ל",443,31,מושבים (כפרים שיתופיים) (ב),KEFAR MALAL,32.0318079208898,34.9260211297378
3874151.729,3582936.013,528,528,99,מצפה רמון,4820,18,"2000-9999 תושבים,ישובים יהודים",MIZPE RAMON,30.3192702354344,34.8437675858972
3929866.103,3850017.277,529,529,103,תל עדשים,477,31,מושבים (כפרים שיתופיים) (ב),TEL ADASHIM,32.5793466115894,35.2888633435023
3928159.705,3849064.011,530,530,104,מזרע,722,33,קיבוצים,MIZRA,32.5712799460701,35.2752626312608
3928595.079,3848156.286,531,531,106,כפר גדעון,198,31,מושבים (כפרים שיתופיים) (ב),KEFAR GID'ON,32.5635986621873,35.2787329354070
3926532.617,3835621.032,532,532,113,אדירים,239,31,מושבים (כפרים שיתופיים) (ב),ADDIRIM,32.4575237140438,35.2622921993455
3882196.967,3814014.538,533,533,115,חופית,756,35,ישובים כפריים יהודים אחרים,HOFIT,32.2746867523390,34.9081709645447
3914627.11,3856004.642,534,534,122,רמת ישי,5280,18,"2000-9999 תושבים,ישובים יהודים",RAMAT YISHAY,32.6300124741891,35.1673315494967
3921160.16,3850436.583,535,535,126,שריד,611,33,קיבוצים,SARID,32.5828948352099,35.2194524474952
3920707.823,3729215.111,536,536,127,רמת רחל,308,33,קיבוצים,RAMAT RAHEL,31.5571029807397,35.2158446241710
3883159.13,3772339.147,537,537,128,גת רימון,200,35,ישובים כפריים יהודים אחרים,GAT RIMMON,31.9220241798339,34.9158702743114
3912287.839,3843587.971,538,538,130,משמר העמק,935,33,קיבוצים,MISHMAR HAEMEQ,32.5249409898470,35.1486616643333
3917358.466,3848497.459,539,539,132,כפר ברוך,261,31,מושבים (כפרים שיתופיים) (ב),KEFAR BARUKH,32.5664857095735,35.1891259478097
3919869.586,3852209.399,540,540,133,גבת,658,33,קיבוצים,GEVAT,32.5978966309994,35.2091585181900
3921131.367,3852668.277,541,541,134,יפעת,704,33,קיבוצים,YIF'AT,32.6017797189590,35.2192227962758
3918716.189,3852704.826,542,542,135,רמת דוד,238,33,קיבוצים,RAMAT DAWID,32.6020889953906,35.1999577808300
3897221.864,3823414.177,543,543,139,עין שמר,758,33,קיבוצים,EN SHEMER,32.3542277162323,35.0283294307785
3913198.661,3853080.196,544,544,140,כפר יהושע,674,31,מושבים (כפרים שיתופיים) (ב),KEFAR YEHOSHUA,32.6052654261689,35.1559314416071
3925670.201,3834776.54,545,545,141,ברק,249,31,מושבים (כפרים שיתופיים) (ב),BARAQ,32.4503775095019,35.2554166580155
3911832.712,3855238.063,546,546,142,שדה יעקב,821,31,מושבים (כפרים שיתופיים) (ב),SEDE YA'AQOV,32.6235255793727,35.1450288290409
3959999.509,3854119.143,547,547,143,בית זרע,715,33,קיבוצים,BET ZERA,32.6140571317684,35.5287101412457
3873726.744,3747337.013,548,548,144,גן שלמה,413,33,קיבוצים,GAN SHELOMO,31.7104528674371,34.8403642915544
3923489.14,3836887.466,549,549,145,גדיש,280,31,מושבים (כפרים שיתופיים) (ב),GADISH,32.4682404406800,35.2380260618700
3925504.034,3836144.639,550,550,146,דבורה,216,31,מושבים (כפרים שיתופיים) (ב),DEVORA,32.4619545396940,35.2540918509283
3874053.638,3745722.355,551,551,147,גבעת ברנר,1180,33,קיבוצים,GIV'AT BRENNER,31.6967894255850,34.8429820812366
3886734.781,3796498.117,552,552,154,תל מונד,7260,18,"2000-9999 תושבים,ישובים יהודים",TEL MOND,32.1264605244789,34.9444774067161
3864998.933,3728172.901,553,553,155,באר טוביה,763,31,מושבים (כפרים שיתופיים) (ב),BE'ER TOVIYYA,31.5482836628081,34.7704444546809
3870393.81,3752439.463,554,554,156,עיינות,399,34,ישובים מוסדיים יהודים,AYANOT,31.7536304617594,34.8136697624988
3888562.299,3798059.862,555,555,157,עין ורד,965,31,מושבים (כפרים שיתופיים) (ב),EN WERED,32.1396762119034,34.9590951704991
3880061.272,3748018.13,556,556,158,נען,1140,33,קיבוצים,NA'AN,31.7162165661702,34.8910786945910
3870877.451,3754688.885,557,557,159,בית חנן,534,31,מושבים (כפרים שיתופיים) (ב),BET HANAN,31.7726653666230,34.8175438687380
3883107.921,3741101.833,558,558,160,חולדה,312,33,קיבוצים,HULDA,31.6576899669088,34.9154605063046
3886860.026,3794829.065,559,559,162,חירות,918,31,מושבים (כפרים שיתופיים) (ב),HERUT,32.1123367795800,34.9454792820925
3869502.672,3726109.97,560,560,163,תימורים,609,32,מושבים שיתופיים,TIMMORIM,31.5308268709231,34.8065310763800
3922536.644,3837545.456,561,561,164,מלאה,333,31,מושבים (כפרים שיתופיים) (ב),MELE'A,32.4738084391318,35.2304303584361
3923623.779,3838388.242,562,562,165,ניר יפה,316,31,מושבים (כפרים שיתופיים) (ב),NIR YAFE,32.4809402064778,35.2390996979511
3863865.922,3735802.886,563,563,166,גן יבנה,12200,17,"10000-19999 תושבים,ישובים יהודים",GAN YAVNE,31.6128495880038,34.7613639350300
3889501.481,3814095.686,564,564,167,עין החורש,715,33,קיבוצים,EN HAHORESH,32.2753734335709,34.9666065167240
3888291.433,3804888.285,565,565,168,כפר יונה,10900,17,"10000-19999 תושבים,ישובים יהודים",KEFAR YONA,32.1974592140282,34.9569287438513
3892329.849,3799464.525,566,566,170,כפר יעבץ,496,31,מושבים (כפרים שיתופיים) (ב),KEFAR YA'BEZ,32.1515626483335,34.9892234778413
3886161.206,3803525.288,567,567,171,פרדסייה,5920,18,"2000-9999 תושבים,ישובים יהודים",PARDESIYYA,32.1859253534879,34.9398890894625
3888552.521,3814764.326,568,568,173,גבעת חיים (מאוחד),960,33,קיבוצים,GIV'AT HAYYIM(ME'UHAD),32.2810315586379,34.9590169667619
3870887.068,3755650.539,569,569,174,נטעים,456,31,מושבים (כפרים שיתופיים) (ב),NETA'IM,31.7808030064868,34.8176209055237
3881954.37,3809349.757,570,570,175,אביחיל,1090,31,מושבים (כפרים שיתופיים) (ב),AVIHAYIL,32.2352127657037,34.9062295753200
3960534.405,3852955.49,571,571,176,אפיקים,1030,33,קיבוצים,AFIQIM,32.6042101472892,35.5329620090354
3876818.181,3746645.692,572,572,177,"כפר ביל""ו",978,31,מושבים (כפרים שיתופיים) (ב),KEFAR BILU,31.7046028203111,34.8651178372670
3909803.797,3867808.231,573,573,178,רמת יוחנן,701,33,קיבוצים,RAMAT YOHANAN,32.7298959738339,35.1288322466754
3878462.923,3771078.072,574,574,180,"כפר אז""ר",539,31,מושבים (כפרים שיתופיים) (ב),KEFAR AZAR,31.9113527969577,34.8782848450344
3883238.7,3798561.897,575,575,182,אבן יהודה,8480,18,"2000-9999 תושבים,ישובים יהודים",EVEN YEHUDA,32.1439244987055,34.9165069698222
3885093.903,3782670.522,576,576,183,ירקונה,272,31,מושבים (כפרים שיתופיים) (ב),YARQONA,32.0094496125747,34.9313505805734
3889334.007,3791941.669,577,577,184,רמת הכובש,586,33,קיבוצים,RAMAT HAKOVESH,32.0879032637839,34.9652671489459
3880780.406,3812258.727,578,578,186,נעורים,564,34,ישובים מוסדיים יהודים,NE'URIM,32.2598288508031,34.8968343744891
3889309.375,3796008.809,579,579,187,כפר הס,971,31,מושבים (כפרים שיתופיים) (ב),KEFAR HESS,32.1223199336825,34.9650701505269
3960974.241,3850980.233,580,580,188,אשדות יעקב (מאוחד),336,33,קיבוצים,ASHDOT YA'AQOV(ME'UHAD),32.5874952684650,35.5364581064775
3896419.828,3827070.173,581,581,189,כפר פינס,972,31,מושבים (כפרים שיתופיים) (ב),KEFAR PINES,32.3851652329711,35.0219192125768
3883213.307,3813630.684,582,582,190,כפר ויתקין,1480,31,מושבים (כפרים שיתופיים) (ב),KEFAR VITKIN,32.2714385340522,34.9163037852938
3885029.149,3809279.372,583,583,191,הדר עם,441,31,מושבים (כפרים שיתופיים) (ב),HADAR AM,32.2346171616783,34.9308325180165
3926613.131,3855747.875,584,584,192,כפר החורש,421,33,קיבוצים,KEFAR HAHORESH,32.6278396773713,35.2629340637597
3884997.067,3810036.902,585,585,193,כפר חיים,468,31,מושבים (כפרים שיתופיים) (ב),KEFAR HAYYIM,32.2410274790957,34.9305758473556
3887254.765,3810020.371,586,586,194,משמר השרון,447,33,קיבוצים,MISHMAR HASHARON,32.2408875910871,34.9486368359977
3886280.344,3800052.14,587,587,195,צורן-קדימה,9130,18,"2000-9999 תושבים,ישובים יהודים",ZORAN-QADIMA,32.1565351296745,34.9408421546143
3873912.062,3748713.35,588,588,196,גיבתון,290,35,ישובים כפריים יהודים אחרים,GIBBETON,31.7220996085767,34.8418483403609
3885623.385,3811130.5,589,589,197,מעברות,734,33,קיבוצים,MA'BAROT,32.2502816495818,34.9355865785087
3887557.734,3788590.264,590,590,198,צופית,720,31,מושבים (כפרים שיתופיים) (ב),ZOFIT,32.0595432426156,34.9510602421058
3960718.857,3850209.164,591,591,199,אשדות יעקב (איחוד),564,33,קיבוצים,ASHDOT YA'AQOV(IHUD),32.5809703813800,35.5344281710576
3880969.809,3813281.902,592,592,200,בית ינאי,370,31,מושבים (כפרים שיתופיים) (ב),BET YANNAY,32.2684870954105,34.8983502233463
